wkt,Latitudes,Longitudes
"POLYGON ((-118.31560882145021 34.22344423995025, -118.4054403498622 34.22344423995025, -118.31560882145021 34.148963690303255, -118.4054403498622 34.148963690303255, -118.31560882145021 34.22344423995025))",-118.36052458565621,34.18620396512675
"POLYGON ((-118.27069305724422 33.7020803924213, -118.36052458565621 33.7020803924213, -118.27069305724422 33.62759984277431, -118.36052458565621 33.62759984277431, -118.27069305724422 33.7020803924213))",-118.31560882145021,33.664840117597805
"POLYGON ((-118.27069305724422 33.7393206672448, -118.36052458565621 33.7393206672448, -118.27069305724422 33.664840117597805, -118.36052458565621 33.664840117597805, -118.27069305724422 33.7393206672448))",-118.31560882145021,33.702080392421294
"POLYGON ((-118.27069305724422 33.77656094206829, -118.36052458565621 33.77656094206829, -118.27069305724422 33.7020803924213, -118.36052458565621 33.7020803924213, -118.27069305724422 33.77656094206829))",-118.31560882145021,33.7393206672448
"POLYGON ((-118.27069305724422 33.81380121689179, -118.36052458565621 33.81380121689179, -118.27069305724422 33.7393206672448, -118.36052458565621 33.7393206672448, -118.27069305724422 33.81380121689179))",-118.31560882145021,33.77656094206829
"POLYGON ((-118.27069305724422 33.851041491715286, -118.36052458565621 33.851041491715286, -118.27069305724422 33.77656094206829, -118.36052458565621 33.77656094206829, -118.27069305724422 33.851041491715286))",-118.31560882145021,33.81380121689179
"POLYGON ((-118.27069305724422 33.88828176653878, -118.36052458565621 33.88828176653878, -118.27069305724422 33.81380121689179, -118.36052458565621 33.81380121689179, -118.27069305724422 33.88828176653878))",-118.31560882145021,33.851041491715286
"POLYGON ((-118.27069305724422 33.92552204136228, -118.36052458565621 33.92552204136228, -118.27069305724422 33.851041491715286, -118.36052458565621 33.851041491715286, -118.27069305724422 33.92552204136228))",-118.31560882145021,33.88828176653878
"POLYGON ((-118.27069305724422 33.962762316185774, -118.36052458565621 33.962762316185774, -118.27069305724422 33.88828176653878, -118.36052458565621 33.88828176653878, -118.27069305724422 33.962762316185774))",-118.31560882145021,33.92552204136228
"POLYGON ((-118.27069305724422 34.00000259100927, -118.36052458565621 34.00000259100927, -118.27069305724422 33.92552204136228, -118.36052458565621 33.92552204136228, -118.27069305724422 34.00000259100927))",-118.31560882145021,33.962762316185774
"POLYGON ((-118.27069305724422 34.037242865832766, -118.36052458565621 34.037242865832766, -118.27069305724422 33.962762316185774, -118.36052458565621 33.962762316185774, -118.27069305724422 34.037242865832766))",-118.31560882145021,34.00000259100927
"POLYGON ((-118.27069305724422 34.07448314065626, -118.36052458565621 34.07448314065626, -118.27069305724422 34.00000259100927, -118.36052458565621 34.00000259100927, -118.27069305724422 34.07448314065626))",-118.31560882145021,34.037242865832766
"POLYGON ((-118.27069305724422 34.11172341547976, -118.36052458565621 34.11172341547976, -118.27069305724422 34.037242865832766, -118.36052458565621 34.037242865832766, -118.27069305724422 34.11172341547976))",-118.31560882145021,34.07448314065626
"POLYGON ((-118.27069305724422 34.148963690303255, -118.36052458565621 34.148963690303255, -118.27069305724422 34.07448314065626, -118.36052458565621 34.07448314065626, -118.27069305724422 34.148963690303255))",-118.31560882145021,34.11172341547975
"POLYGON ((-118.27069305724422 34.18620396512675, -118.36052458565621 34.18620396512675, -118.27069305724422 34.11172341547976, -118.36052458565621 34.11172341547976, -118.27069305724422 34.18620396512675))",-118.31560882145021,34.14896369030325
"POLYGON ((-118.27069305724422 34.22344423995025, -118.36052458565621 34.22344423995025, -118.27069305724422 34.148963690303255, -118.36052458565621 34.148963690303255, -118.27069305724422 34.22344423995025))",-118.31560882145021,34.18620396512675
"POLYGON ((-118.22577729303822 33.7020803924213, -118.31560882145021 33.7020803924213, -118.22577729303822 33.62759984277431, -118.31560882145021 33.62759984277431, -118.22577729303822 33.7020803924213))",-118.27069305724422,33.664840117597805
"POLYGON ((-118.22577729303822 33.7393206672448, -118.31560882145021 33.7393206672448, -118.22577729303822 33.664840117597805, -118.31560882145021 33.664840117597805, -118.22577729303822 33.7393206672448))",-118.27069305724422,33.702080392421294
"POLYGON ((-118.22577729303822 33.77656094206829, -118.31560882145021 33.77656094206829, -118.22577729303822 33.7020803924213, -118.31560882145021 33.7020803924213, -118.22577729303822 33.77656094206829))",-118.27069305724422,33.7393206672448
"POLYGON ((-118.22577729303822 33.81380121689179, -118.31560882145021 33.81380121689179, -118.22577729303822 33.7393206672448, -118.31560882145021 33.7393206672448, -118.22577729303822 33.81380121689179))",-118.27069305724422,33.77656094206829
"POLYGON ((-118.22577729303822 33.851041491715286, -118.31560882145021 33.851041491715286, -118.22577729303822 33.77656094206829, -118.31560882145021 33.77656094206829, -118.22577729303822 33.851041491715286))",-118.27069305724422,33.81380121689179
"POLYGON ((-118.22577729303822 33.88828176653878, -118.31560882145021 33.88828176653878, -118.22577729303822 33.81380121689179, -118.31560882145021 33.81380121689179, -118.22577729303822 33.88828176653878))",-118.27069305724422,33.851041491715286
"POLYGON ((-118.22577729303822 33.92552204136228, -118.31560882145021 33.92552204136228, -118.22577729303822 33.851041491715286, -118.31560882145021 33.851041491715286, -118.22577729303822 33.92552204136228))",-118.27069305724422,33.88828176653878
"POLYGON ((-118.22577729303822 33.962762316185774, -118.31560882145021 33.962762316185774, -118.22577729303822 33.88828176653878, -118.31560882145021 33.88828176653878, -118.22577729303822 33.962762316185774))",-118.27069305724422,33.92552204136228
"POLYGON ((-118.22577729303822 34.00000259100927, -118.31560882145021 34.00000259100927, -118.22577729303822 33.92552204136228, -118.31560882145021 33.92552204136228, -118.22577729303822 34.00000259100927))",-118.27069305724422,33.962762316185774
"POLYGON ((-118.22577729303822 34.037242865832766, -118.31560882145021 34.037242865832766, -118.22577729303822 33.962762316185774, -118.31560882145021 33.962762316185774, -118.22577729303822 34.037242865832766))",-118.27069305724422,34.00000259100927
"POLYGON ((-118.22577729303822 34.07448314065626, -118.31560882145021 34.07448314065626, -118.22577729303822 34.00000259100927, -118.31560882145021 34.00000259100927, -118.22577729303822 34.07448314065626))",-118.27069305724422,34.037242865832766
"POLYGON ((-118.22577729303822 34.11172341547976, -118.31560882145021 34.11172341547976, -118.22577729303822 34.037242865832766, -118.31560882145021 34.037242865832766, -118.22577729303822 34.11172341547976))",-118.27069305724422,34.07448314065626
"POLYGON ((-118.22577729303822 34.148963690303255, -118.31560882145021 34.148963690303255, -118.22577729303822 34.07448314065626, -118.31560882145021 34.07448314065626, -118.22577729303822 34.148963690303255))",-118.27069305724422,34.11172341547975
"POLYGON ((-118.22577729303822 34.18620396512675, -118.31560882145021 34.18620396512675, -118.22577729303822 34.11172341547976, -118.31560882145021 34.11172341547976, -118.22577729303822 34.18620396512675))",-118.27069305724422,34.14896369030325
"POLYGON ((-118.22577729303822 34.22344423995025, -118.31560882145021 34.22344423995025, -118.22577729303822 34.148963690303255, -118.31560882145021 34.148963690303255, -118.22577729303822 34.22344423995025))",-118.27069305724422,34.18620396512675
"POLYGON ((-118.18086152883222 33.7020803924213, -118.27069305724422 33.7020803924213, -118.18086152883222 33.62759984277431, -118.27069305724422 33.62759984277431, -118.18086152883222 33.7020803924213))",-118.22577729303823,33.664840117597805
"POLYGON ((-118.18086152883222 33.7393206672448, -118.27069305724422 33.7393206672448, -118.18086152883222 33.664840117597805, -118.27069305724422 33.664840117597805, -118.18086152883222 33.7393206672448))",-118.22577729303823,33.702080392421294
"POLYGON ((-118.18086152883222 33.77656094206829, -118.27069305724422 33.77656094206829, -118.18086152883222 33.7020803924213, -118.27069305724422 33.7020803924213, -118.18086152883222 33.77656094206829))",-118.22577729303823,33.7393206672448
"POLYGON ((-118.18086152883222 33.81380121689179, -118.27069305724422 33.81380121689179, -118.18086152883222 33.7393206672448, -118.27069305724422 33.7393206672448, -118.18086152883222 33.81380121689179))",-118.22577729303823,33.77656094206829
"POLYGON ((-118.18086152883222 33.851041491715286, -118.27069305724422 33.851041491715286, -118.18086152883222 33.77656094206829, -118.27069305724422 33.77656094206829, -118.18086152883222 33.851041491715286))",-118.22577729303823,33.81380121689179
"POLYGON ((-118.18086152883222 33.88828176653878, -118.27069305724422 33.88828176653878, -118.18086152883222 33.81380121689179, -118.27069305724422 33.81380121689179, -118.18086152883222 33.88828176653878))",-118.22577729303823,33.851041491715286
"POLYGON ((-118.18086152883222 33.92552204136228, -118.27069305724422 33.92552204136228, -118.18086152883222 33.851041491715286, -118.27069305724422 33.851041491715286, -118.18086152883222 33.92552204136228))",-118.22577729303823,33.88828176653878
"POLYGON ((-118.18086152883222 33.962762316185774, -118.27069305724422 33.962762316185774, -118.18086152883222 33.88828176653878, -118.27069305724422 33.88828176653878, -118.18086152883222 33.962762316185774))",-118.22577729303823,33.92552204136228
"POLYGON ((-118.18086152883222 34.00000259100927, -118.27069305724422 34.00000259100927, -118.18086152883222 33.92552204136228, -118.27069305724422 33.92552204136228, -118.18086152883222 34.00000259100927))",-118.22577729303823,33.962762316185774
"POLYGON ((-118.18086152883222 34.037242865832766, -118.27069305724422 34.037242865832766, -118.18086152883222 33.962762316185774, -118.27069305724422 33.962762316185774, -118.18086152883222 34.037242865832766))",-118.22577729303823,34.00000259100927
"POLYGON ((-118.18086152883222 34.07448314065626, -118.27069305724422 34.07448314065626, -118.18086152883222 34.00000259100927, -118.27069305724422 34.00000259100927, -118.18086152883222 34.07448314065626))",-118.22577729303823,34.037242865832766
"POLYGON ((-118.18086152883222 34.11172341547976, -118.27069305724422 34.11172341547976, -118.18086152883222 34.037242865832766, -118.27069305724422 34.037242865832766, -118.18086152883222 34.11172341547976))",-118.22577729303823,34.07448314065626
"POLYGON ((-118.18086152883222 34.148963690303255, -118.27069305724422 34.148963690303255, -118.18086152883222 34.07448314065626, -118.27069305724422 34.07448314065626, -118.18086152883222 34.148963690303255))",-118.22577729303823,34.11172341547975
"POLYGON ((-118.18086152883222 34.18620396512675, -118.27069305724422 34.18620396512675, -118.18086152883222 34.11172341547976, -118.27069305724422 34.11172341547976, -118.18086152883222 34.18620396512675))",-118.22577729303823,34.14896369030325
"POLYGON ((-118.18086152883222 34.22344423995025, -118.27069305724422 34.22344423995025, -118.18086152883222 34.148963690303255, -118.27069305724422 34.148963690303255, -118.18086152883222 34.22344423995025))",-118.22577729303823,34.18620396512675
"POLYGON ((-118.13594576462623 33.7020803924213, -118.22577729303822 33.7020803924213, -118.13594576462623 33.62759984277431, -118.22577729303822 33.62759984277431, -118.13594576462623 33.7020803924213))",-118.1808615288322,33.664840117597805
"POLYGON ((-118.13594576462623 33.7393206672448, -118.22577729303822 33.7393206672448, -118.13594576462623 33.664840117597805, -118.22577729303822 33.664840117597805, -118.13594576462623 33.7393206672448))",-118.1808615288322,33.702080392421294
"POLYGON ((-118.13594576462623 33.77656094206829, -118.22577729303822 33.77656094206829, -118.13594576462623 33.7020803924213, -118.22577729303822 33.7020803924213, -118.13594576462623 33.77656094206829))",-118.1808615288322,33.7393206672448
"POLYGON ((-118.13594576462623 33.81380121689179, -118.22577729303822 33.81380121689179, -118.13594576462623 33.7393206672448, -118.22577729303822 33.7393206672448, -118.13594576462623 33.81380121689179))",-118.1808615288322,33.77656094206829
"POLYGON ((-118.13594576462623 33.851041491715286, -118.22577729303822 33.851041491715286, -118.13594576462623 33.77656094206829, -118.22577729303822 33.77656094206829, -118.13594576462623 33.851041491715286))",-118.1808615288322,33.81380121689179
