,Longitudes,dew,DATE,min_aod,ceiling,Latitudes,temperature,wind_y,precipitation_duration,max_aod,wind_x,pressure,mean_aod,STATION,pm25,Unnamed: 0,visibility,precipitation_depth
15358,34.03724287,11.66666667,2018-02-01,0.058,22000.0,-118.09103,22.09090909,-91.74492793,,0.148,-15.7571061,,0.089512195,161.0,,,,
15359,34.03724287,23.84615385,2018-02-03,0.075,22000.0,-118.09103,22.69230769,-76.3598039,,0.185,151.2468375,,0.1170375,161.0,,,,
15448,34.07448314,11.66666667,2018-02-01,0.051,22000.0,-118.09103,22.09090909,-91.74492793,,0.101,-15.7571061,,0.07971875,162.0,,,,
15449,34.07448314,23.84615385,2018-02-03,0.043,22000.0,-118.09103,22.69230769,-76.3598039,,0.168,151.2468375,,0.10203125,162.0,,,,
15537,34.11172342,11.66666667,2018-02-01,0.057,22000.0,-118.09103,22.09090909,-91.74492793,,0.143,-15.7571061,,0.082488372,163.0,,,,
15538,34.11172342,23.84615385,2018-02-03,0.043,22000.0,-118.09103,22.69230769,-76.3598039,,0.126,151.2468375,,0.087725,163.0,,,,
15625,34.14896369,11.66666667,2018-02-01,0.051,22000.0,-118.09103,22.09090909,-91.74492793,,0.142,-15.7571061,,0.08262,164.0,,,,
15626,34.14896369,23.84615385,2018-02-03,0.044,22000.0,-118.09103,22.69230769,-76.3598039,,0.109,151.2468375,,0.0742875,164.0,,,,
15713,34.18620397,11.66666667,2018-02-01,0.064,22000.0,-118.09103,22.09090909,-91.74492793,,0.155,-15.7571061,,0.096951613,165.0,,,,
15714,34.18620397,23.84615385,2018-02-03,0.024,22000.0,-118.09103,22.69230769,-76.3598039,,0.106,151.2468375,,0.072333333,165.0,,,,
15793,33.66484012,63.07142857,2018-02-01,0.097,22000.0,-118.1359458,16.66785714,-55.75784456,1.92,0.199,-18.58407771,10147.39286,0.1479125,136.0,,,,
15794,33.66484012,65.35714286,2018-02-03,0.074,22000.0,-118.1359458,18.25357143,31.22492412,1.92,0.186,28.43374983,10181.67857,0.1154125,136.0,,,,
15858,33.70208039,63.07142857,2018-02-01,0.103,22000.0,-118.1359458,16.66785714,-55.75784456,1.92,0.211,-18.58407771,10147.39286,0.162905405,137.0,,,,
15859,33.70208039,65.35714286,2018-02-03,0.06,22000.0,-118.1359458,18.25357143,31.22492412,1.92,0.251,28.43374983,10181.67857,0.140635135,137.0,,,,
15938,33.73932067,63.07142857,2018-02-01,0.081,22000.0,-118.1359458,16.66785714,-55.75784456,1.92,0.211,-18.58407771,10147.39286,0.142454545,138.0,,,,
15939,33.73932067,65.35714286,2018-02-03,0.054,22000.0,-118.1359458,18.25357143,31.22492412,1.92,0.234,28.43374983,10181.67857,0.1294625,138.0,,,,
16027,33.77656094,63.07142857,2018-02-01,0.082,22000.0,-118.1359458,16.66785714,-55.75784456,1.92,0.191,-18.58407771,10147.39286,0.120294872,139.0,,,,
16028,33.77656094,65.35714286,2018-02-03,0.054,22000.0,-118.1359458,18.25357143,31.22492412,1.92,0.222,28.43374983,10181.67857,0.10985,139.0,,,,
16118,33.81380122,63.07142857,2018-02-01,0.077,22000.0,-118.1359458,16.66785714,-55.75784456,1.92,0.152,-18.58407771,10147.39286,0.107309524,140.0,,,,
16119,33.81380122,65.35714286,2018-02-03,0.062,22000.0,-118.1359458,18.25357143,31.22492412,1.92,0.186,28.43374983,10181.67857,0.118642857,140.0,,,,
16211,33.85104149,63.07142857,2018-02-01,0.092,22000.0,-118.1359458,16.66785714,-55.75784456,1.92,0.158,-18.58407771,10147.39286,0.1175,141.0,,,,
16212,33.85104149,65.35714286,2018-02-03,0.077,22000.0,-118.1359458,18.25357143,31.22492412,1.92,0.186,28.43374983,10181.67857,0.130059524,141.0,,,,
16305,33.88828177,63.07142857,2018-02-01,0.082,22000.0,-118.1359458,16.66785714,-55.75784456,1.92,0.154,-18.58407771,10147.39286,0.117146341,142.0,,,,
16306,33.88828177,65.35714286,2018-02-03,0.093,22000.0,-118.1359458,18.25357143,31.22492412,1.92,0.163,28.43374983,10181.67857,0.130890244,142.0,,,,
16395,33.92552204,63.07142857,2018-02-01,0.092,22000.0,-118.1359458,16.66785714,-55.75784456,1.92,0.157,-18.58407771,10147.39286,0.12095,143.0,,,,
16396,33.92552204,65.35714286,2018-02-03,0.097,22000.0,-118.1359458,18.25357143,31.22492412,1.92,0.156,28.43374983,10181.67857,0.127974359,143.0,,,,
16487,33.96276232,63.07142857,2018-02-01,0.089,22000.0,-118.1359458,16.66785714,-55.75784456,1.92,0.188,-18.58407771,10147.39286,0.12152,144.0,,,,
16488,33.96276232,65.35714286,2018-02-03,0.085,22000.0,-118.1359458,18.25357143,31.22492412,1.92,0.189,28.43374983,10181.67857,0.134118421,144.0,,,,
16574,34.00000259,63.07142857,2018-02-01,0.086,22000.0,-118.1359458,16.66785714,-55.75784456,1.92,0.175,-18.58407771,10147.39286,0.113355556,145.0,,,,
16575,34.00000259,65.35714286,2018-02-03,0.092,22000.0,-118.1359458,18.25357143,31.22492412,1.92,0.19,28.43374983,10181.67857,0.132317073,145.0,,,,
16661,34.03724287,11.66666667,2018-02-01,0.068,22000.0,-118.1359458,22.09090909,-91.74492793,,0.169,-15.7571061,,0.097465116,146.0,,,,
16662,34.03724287,23.84615385,2018-02-03,0.072,22000.0,-118.1359458,22.69230769,-76.3598039,,0.185,151.2468375,,0.117222222,146.0,,,,
16749,34.07448314,11.66666667,2018-02-01,0.067,22000.0,-118.1359458,22.09090909,-91.74492793,,0.145,-15.7571061,,0.094864865,147.0,,,,
16750,34.07448314,23.84615385,2018-02-03,0.051,22000.0,-118.1359458,22.69230769,-76.3598039,,0.127,151.2468375,,0.094753846,147.0,,,,
16837,34.11172342,11.66666667,2018-02-01,0.074,22000.0,-118.1359458,22.09090909,-91.74492793,,0.161,-15.7571061,,0.104961538,148.0,,,,
16838,34.11172342,23.84615385,2018-02-03,0.052,22000.0,-118.1359458,22.69230769,-76.3598039,,0.15,151.2468375,,0.0943125,148.0,,,,
16924,34.14896369,11.66666667,2018-02-01,0.051,22000.0,-118.1359458,22.09090909,-91.74492793,,0.155,-15.7571061,,0.092703125,149.0,,,,
16925,34.14896369,23.84615385,2018-02-03,0.029,22000.0,-118.1359458,22.69230769,-76.3598039,,0.15,151.2468375,,0.074214286,149.0,,,,
17011,34.18620397,11.66666667,2018-02-01,0.068,22000.0,-118.1359458,22.09090909,-91.74492793,,0.167,-15.7571061,,0.101434783,150.0,,,,
17012,34.18620397,23.84615385,2018-02-03,0.029,22000.0,-118.1359458,22.69230769,-76.3598039,,0.127,151.2468375,,0.077296296,150.0,,,,
17093,33.66484012,63.07142857,2018-02-01,0.104,22000.0,-118.1808615,16.66785714,-55.75784456,1.92,0.201,-18.58407771,10147.39286,0.154785714,121.0,,,,
17094,33.66484012,65.35714286,2018-02-03,0.068,22000.0,-118.1808615,18.25357143,31.22492412,1.92,0.178,28.43374983,10181.67857,0.103797619,121.0,,,,
17163,33.70208039,63.07142857,2018-02-01,0.131,22000.0,-118.1808615,16.66785714,-55.75784456,1.92,0.231,-18.58407771,10147.39286,0.172632911,122.0,,,,
17164,33.70208039,65.35714286,2018-02-03,0.073,22000.0,-118.1808615,18.25357143,31.22492412,1.92,0.255,28.43374983,10181.67857,0.13105,122.0,,,,
17240,33.73932067,63.07142857,2018-02-01,0.088,22000.0,-118.1808615,16.66785714,-55.75784456,1.92,0.231,-18.58407771,10147.39286,0.159987805,123.0,,,,
17241,33.73932067,65.35714286,2018-02-03,0.055,22000.0,-118.1808615,18.25357143,31.22492412,1.92,0.255,28.43374983,10181.67857,0.126865854,123.0,,,,
17332,33.77656094,63.07142857,2018-02-01,0.102,22000.0,-118.1808615,16.66785714,-55.75784456,1.92,0.231,-18.58407771,10147.39286,0.140051948,124.0,,,,
17333,33.77656094,65.35714286,2018-02-03,0.055,22000.0,-118.1808615,18.25357143,31.22492412,1.92,0.222,28.43374983,10181.67857,0.118162162,124.0,,,,
17425,33.81380122,63.07142857,2018-02-01,0.081,22000.0,-118.1808615,16.66785714,-55.75784456,1.92,0.169,-18.58407771,10147.39286,0.119802632,125.0,,,,
17426,33.81380122,65.35714286,2018-02-03,0.078,22000.0,-118.1808615,18.25357143,31.22492412,1.92,0.178,28.43374983,10181.67857,0.119,125.0,,,,
17517,33.85104149,63.07142857,2018-02-01,0.095,22000.0,-118.1808615,16.66785714,-55.75784456,1.92,0.175,-18.58407771,10147.39286,0.128876712,126.0,,,,
17518,33.85104149,65.35714286,2018-02-03,0.077,22000.0,-118.1808615,18.25357143,31.22492412,1.92,0.163,28.43374983,10181.67857,0.126960526,126.0,,,,
17609,33.88828177,63.07142857,2018-02-01,0.098,22000.0,-118.1808615,16.66785714,-55.75784456,1.92,0.173,-18.58407771,10147.39286,0.128864865,127.0,,,,
17610,33.88828177,65.35714286,2018-02-03,0.083,22000.0,-118.1808615,18.25357143,31.22492412,1.92,0.163,28.43374983,10181.67857,0.126182927,127.0,,,,
17700,33.92552204,63.07142857,2018-02-01,0.091,22000.0,-118.1808615,16.66785714,-55.75784456,1.92,0.17,-18.58407771,10147.39286,0.127525424,128.0,,,,
17701,33.92552204,65.35714286,2018-02-03,0.096,22000.0,-118.1808615,18.25357143,31.22492412,1.92,0.156,28.43374983,10181.67857,0.129395349,128.0,,,,
17789,33.96276232,63.07142857,2018-02-01,0.092,22000.0,-118.1808615,16.66785714,-55.75784456,1.92,0.188,-18.58407771,10147.39286,0.131076923,129.0,,,,
17790,33.96276232,65.35714286,2018-02-03,0.113,22000.0,-118.1808615,18.25357143,31.22492412,1.92,0.183,28.43374983,10181.67857,0.134426829,129.0,,,,
17876,34.00000259,63.07142857,2018-02-01,0.095,22000.0,-118.1808615,16.66785714,-55.75784456,1.92,0.179,-18.58407771,10147.39286,0.131229508,130.0,,,,
17877,34.00000259,65.35714286,2018-02-03,0.092,22000.0,-118.1808615,18.25357143,31.22492412,1.92,0.19,28.43374983,10181.67857,0.1319,130.0,,,,
17961,34.03724287,34.5,2018-02-01,0.081,22000.0,-118.1808615,17.8625,115.8945126,1.92,0.179,-74.45891729,10144.79167,0.125909091,131.0,,,,
17962,34.03724287,59.04166667,2018-02-03,0.08,22000.0,-118.1808615,18.08333333,,1.92,0.172,,10178.75,0.122589744,131.0,,,,
18048,34.07448314,34.5,2018-02-01,0.087,22000.0,-118.1808615,17.8625,115.8945126,1.92,0.149,-74.45891729,10144.79167,0.117981481,132.0,,,,
18049,34.07448314,59.04166667,2018-02-03,0.051,22000.0,-118.1808615,18.08333333,,1.92,0.147,,10178.75,0.105741935,132.0,,,,
18133,34.11172342,34.5,2018-02-01,0.077,22000.0,-118.1808615,17.8625,115.8945126,1.92,0.163,-74.45891729,10144.79167,0.124114286,133.0,,,,
18134,34.11172342,59.04166667,2018-02-03,0.073,22000.0,-118.1808615,18.08333333,,1.92,0.138,,10178.75,0.101670886,133.0,,,,
18221,34.14896369,34.5,2018-02-01,0.073,22000.0,-118.1808615,17.8625,115.8945126,1.92,0.165,-74.45891729,10144.79167,0.109,134.0,,,,
18222,34.14896369,59.04166667,2018-02-03,0.04,22000.0,-118.1808615,18.08333333,,1.92,0.115,,10178.75,0.085864198,134.0,,,,
18310,34.18620397,34.5,2018-02-01,0.088,22000.0,-118.1808615,17.8625,115.8945126,1.92,0.165,-74.45891729,10144.79167,0.110428571,135.0,,,,
18311,34.18620397,59.04166667,2018-02-03,0.045,22000.0,-118.1808615,18.08333333,,1.92,0.127,,10178.75,0.086848101,135.0,,,,
18393,33.88828177,63.07142857,2018-02-01,0.103,22000.0,-118.2257773,16.66785714,-55.75784456,1.92,0.222,-18.58407771,10147.39286,0.13761194,112.0,,,,
18394,33.88828177,65.35714286,2018-02-03,0.073,22000.0,-118.2257773,18.25357143,31.22492412,1.92,0.178,28.43374983,10181.67857,0.117875,112.0,,,,
18483,33.92552204,34.5,2018-02-01,0.091,22000.0,-118.2257773,17.8625,115.8945126,1.92,0.179,-74.45891729,10144.79167,0.129934426,113.0,,,,
18484,33.92552204,59.04166667,2018-02-03,0.073,22000.0,-118.2257773,18.08333333,,1.92,0.152,,10178.75,0.119925,113.0,,,,
18572,33.96276232,34.5,2018-02-01,0.099,22000.0,-118.2257773,17.8625,115.8945126,1.92,0.184,-74.45891729,10144.79167,0.141397059,114.0,,,,
18573,33.96276232,59.04166667,2018-02-03,0.093,22000.0,-118.2257773,18.08333333,,1.92,0.173,,10178.75,0.127641026,114.0,,,,
18662,34.00000259,34.5,2018-02-01,0.092,22000.0,-118.2257773,17.8625,115.8945126,1.92,0.184,-74.45891729,10144.79167,0.132349398,115.0,,,,
18663,34.00000259,59.04166667,2018-02-03,0.087,22000.0,-118.2257773,18.08333333,,1.92,0.173,,10178.75,0.12397619,115.0,,,,
18748,34.03724287,34.5,2018-02-01,0.092,22000.0,-118.2257773,17.8625,115.8945126,1.92,0.175,-74.45891729,10144.79167,0.129259259,116.0,,,,
18749,34.03724287,59.04166667,2018-02-03,0.087,22000.0,-118.2257773,18.08333333,,1.92,0.162,,10178.75,0.121878049,116.0,,,,
18832,34.07448314,34.5,2018-02-01,0.095,22000.0,-118.2257773,17.8625,115.8945126,1.92,0.151,-74.45891729,10144.79167,0.124435484,117.0,,,,
18833,34.07448314,59.04166667,2018-02-03,0.081,22000.0,-118.2257773,18.08333333,,1.92,0.149,,10178.75,0.107548387,117.0,,,,
18918,34.11172342,34.5,2018-02-01,0.095,22000.0,-118.2257773,17.8625,115.8945126,1.92,0.163,-74.45891729,10144.79167,0.127027397,118.0,,,,
18919,34.11172342,59.04166667,2018-02-03,0.073,22000.0,-118.2257773,18.08333333,,1.92,0.15,,10178.75,0.1042875,118.0,,,,
19006,34.14896369,34.5,2018-02-01,0.088,22000.0,-118.2257773,17.8625,115.8945126,1.92,0.164,-74.45891729,10144.79167,0.112557377,119.0,,,,
19007,34.14896369,59.04166667,2018-02-03,0.04,22000.0,-118.2257773,18.08333333,,1.92,0.146,,10178.75,0.09845122,119.0,,,,
19095,34.18620397,34.5,2018-02-01,0.077,22000.0,-118.2257773,17.8625,115.8945126,1.92,0.163,-74.45891729,10144.79167,0.106340909,120.0,,,,
19096,34.18620397,59.04166667,2018-02-03,0.055,22000.0,-118.2257773,18.08333333,,1.92,0.14,,10178.75,0.095506494,120.0,,,,
19181,33.66484012,21.95454545,2018-02-01,0.038,22000.0,-117.5520408,15.07727273,-5.957530599,24.0,0.086,99.74372611,10166.22222,0.0614125,331.0,,,,
19182,33.66484012,26.95833333,2018-02-03,0.025,22000.0,-117.5520408,14.73913043,2.85033131,24.0,0.113,-84.07256204,10196.71429,0.050175,331.0,,,,
19261,33.70208039,21.95454545,2018-02-01,0.038,22000.0,-117.5520408,15.07727273,-5.957530599,24.0,0.102,99.74372611,10166.22222,0.063692308,332.0,,,,
19262,33.70208039,26.95833333,2018-02-03,0.025,22000.0,-117.5520408,14.73913043,2.85033131,24.0,0.065,-84.07256204,10196.71429,0.043064103,332.0,,,,
19342,33.73932067,21.95454545,2018-02-01,0.033,22000.0,-117.5520408,15.07727273,-5.957530599,24.0,0.09,99.74372611,10166.22222,0.060774648,333.0,,,,
19343,33.73932067,26.95833333,2018-02-03,0.022,22000.0,-117.5520408,14.73913043,2.85033131,24.0,0.049,-84.07256204,10196.71429,0.036780488,333.0,,,,
19424,33.66484012,21.95454545,2018-02-01,0.052,22000.0,-117.5969566,15.07727273,-5.957530599,24.0,0.104,99.74372611,10166.22222,0.073686047,316.0,,,,
19425,33.66484012,26.95833333,2018-02-03,0.028,22000.0,-117.5969566,14.73913043,2.85033131,24.0,0.117,-84.07256204,10196.71429,0.061674419,316.0,,,,
19506,33.70208039,21.95454545,2018-02-01,0.038,22000.0,-117.5969566,15.07727273,-5.957530599,24.0,0.102,99.74372611,10166.22222,0.070756757,317.0,,,,
19507,33.70208039,26.95833333,2018-02-03,0.028,22000.0,-117.5969566,14.73913043,2.85033131,24.0,0.088,-84.07256204,10196.71429,0.050857143,317.0,,,,
19588,33.73932067,21.95454545,2018-02-01,0.043,22000.0,-117.5969566,15.07727273,-5.957530599,24.0,0.094,99.74372611,10166.22222,0.065788732,318.0,,,,
19589,33.73932067,26.95833333,2018-02-03,0.027,22000.0,-117.5969566,14.73913043,2.85033131,24.0,0.071,-84.07256204,10196.71429,0.043933333,318.0,,,,
19666,33.77656094,21.95454545,2018-02-01,0.034,22000.0,-117.5969566,15.07727273,-5.957530599,24.0,0.094,99.74372611,10166.22222,0.060164384,319.0,,,,
19667,33.77656094,26.95833333,2018-02-03,0.021,22000.0,-117.5969566,14.73913043,2.85033131,24.0,0.071,-84.07256204,10196.71429,0.041808219,319.0,,,,
19755,33.81380122,21.95454545,2018-02-01,0.033,22000.0,-117.5969566,15.07727273,-5.957530599,24.0,0.083,99.74372611,10166.22222,0.055586667,320.0,,,,
19756,33.81380122,26.95833333,2018-02-03,0.021,22000.0,-117.5969566,14.73913043,2.85033131,24.0,0.098,-84.07256204,10196.71429,0.042883117,320.0,,,,
19845,33.85104149,21.95454545,2018-02-01,0.036,22000.0,-117.5969566,15.07727273,-5.957530599,24.0,0.124,99.74372611,10166.22222,0.0732875,321.0,,,,
19846,33.85104149,26.95833333,2018-02-03,0.019,22000.0,-117.5969566,14.73913043,2.85033131,24.0,0.16,-84.07256204,10196.71429,0.0681125,321.0,,,,
19938,33.88828177,21.95454545,2018-02-01,0.038,22000.0,-117.5969566,15.07727273,-5.957530599,24.0,0.114,99.74372611,10166.22222,0.072872093,322.0,,,,
19939,33.88828177,26.95833333,2018-02-03,0.019,22000.0,-117.5969566,14.73913043,2.85033131,24.0,0.16,-84.07256204,10196.71429,0.064360465,322.0,,,,
20030,33.92552204,21.95454545,2018-02-01,0.048,22000.0,-117.5969566,15.07727273,-5.957530599,24.0,0.153,99.74372611,10166.22222,0.091891566,323.0,,,,
20031,33.92552204,26.95833333,2018-02-03,0.047,22000.0,-117.5969566,14.73913043,2.85033131,24.0,0.121,-84.07256204,10196.71429,0.080941176,323.0,,,,
20120,33.96276232,21.95454545,2018-02-01,0.048,22000.0,-117.5969566,15.07727273,-5.957530599,24.0,0.182,99.74372611,10166.22222,0.1036,324.0,,,,
20121,33.96276232,26.95833333,2018-02-03,0.052,22000.0,-117.5969566,14.73913043,2.85033131,24.0,0.16,-84.07256204,10196.71429,0.086074074,324.0,,,,
20213,34.00000259,-10.79166667,2018-02-01,0.058,20202.5,-117.5969566,18.55,-28.27605949,1.92,0.252,-15.90167855,10144.95833,0.13575,325.0,,,,
20214,34.00000259,9.75,2018-02-03,0.058,18405.0,-117.5969566,19.35833333,50.20444216,1.92,0.23,62.38318354,10176.83333,0.11435,325.0,,,,
20304,34.03724287,-10.79166667,2018-02-01,0.051,20202.5,-117.5969566,18.55,-28.27605949,1.92,0.252,-15.90167855,10144.95833,0.129458333,326.0,,,,
20305,34.03724287,9.75,2018-02-03,0.054,18405.0,-117.5969566,19.35833333,50.20444216,1.92,0.188,62.38318354,10176.83333,0.113525641,326.0,,,,
20395,34.07448314,-10.79166667,2018-02-01,0.053,20202.5,-117.5969566,18.55,-28.27605949,1.92,0.227,-15.90167855,10144.95833,0.128408163,327.0,,,,
20396,34.07448314,9.75,2018-02-03,0.054,18405.0,-117.5969566,19.35833333,50.20444216,1.92,0.223,62.38318354,10176.83333,0.1155,327.0,,,,
20481,34.11172342,-10.79166667,2018-02-01,0.04,20202.5,-117.5969566,18.55,-28.27605949,1.92,0.142,-15.90167855,10144.95833,0.081517241,328.0,,,,
20482,34.11172342,9.75,2018-02-03,0.052,18405.0,-117.5969566,19.35833333,50.20444216,1.92,0.168,62.38318354,10176.83333,0.089825,328.0,,,,
20569,34.14896369,-10.79166667,2018-02-01,0.04,20202.5,-117.5969566,18.55,-28.27605949,1.92,0.177,-15.90167855,10144.95833,0.074392857,329.0,,,,
20570,34.14896369,9.75,2018-02-03,0.057,18405.0,-117.5969566,19.35833333,50.20444216,1.92,0.12,62.38318354,10176.83333,0.081975,329.0,,,,
20657,34.18620397,-10.79166667,2018-02-01,0.048,20202.5,-117.5969566,18.55,-28.27605949,1.92,0.162,-15.90167855,10144.95833,0.086258621,330.0,,,,
20658,34.18620397,9.75,2018-02-03,0.064,18405.0,-117.5969566,19.35833333,50.20444216,1.92,0.118,62.38318354,10176.83333,0.093486842,330.0,,,,
20741,33.66484012,21.95454545,2018-02-01,0.039,22000.0,-117.6418724,15.07727273,-5.957530599,24.0,0.136,99.74372611,10166.22222,0.0804125,301.0,,,,
20742,33.66484012,26.95833333,2018-02-03,0.035,22000.0,-117.6418724,14.73913043,2.85033131,24.0,0.149,-84.07256204,10196.71429,0.0742625,301.0,,,,
20825,33.70208039,21.95454545,2018-02-01,0.059,22000.0,-117.6418724,15.07727273,-5.957530599,24.0,0.139,99.74372611,10166.22222,0.083294872,302.0,,,,
20826,33.70208039,26.95833333,2018-02-03,0.028,22000.0,-117.6418724,14.73913043,2.85033131,24.0,0.206,-84.07256204,10196.71429,0.068775,302.0,,,,
20906,33.73932067,21.95454545,2018-02-01,0.046,22000.0,-117.6418724,15.07727273,-5.957530599,24.0,0.09,99.74372611,10166.22222,0.066222222,303.0,,,,
20907,33.73932067,26.95833333,2018-02-03,0.024,22000.0,-117.6418724,14.73913043,2.85033131,24.0,0.083,-84.07256204,10196.71429,0.049865854,303.0,,,,
20986,33.77656094,21.95454545,2018-02-01,0.036,22000.0,-117.6418724,15.07727273,-5.957530599,24.0,0.087,99.74372611,10166.22222,0.063074074,304.0,,,,
20987,33.77656094,26.95833333,2018-02-03,0.024,22000.0,-117.6418724,14.73913043,2.85033131,24.0,0.064,-84.07256204,10196.71429,0.04277381,304.0,,,,
21068,33.81380122,21.95454545,2018-02-01,0.021,22000.0,-117.6418724,15.07727273,-5.957530599,24.0,0.098,99.74372611,10166.22222,0.05875,305.0,,,,
21069,33.81380122,26.95833333,2018-02-03,0.021,22000.0,-117.6418724,14.73913043,2.85033131,24.0,0.084,-84.07256204,10196.71429,0.040345679,305.0,,,,
21150,33.85104149,21.95454545,2018-02-01,0.026,22000.0,-117.6418724,15.07727273,-5.957530599,24.0,0.123,99.74372611,10166.22222,0.073921053,306.0,,,,
21151,33.85104149,26.95833333,2018-02-03,0.025,22000.0,-117.6418724,14.73913043,2.85033131,24.0,0.139,-84.07256204,10196.71429,0.057948052,306.0,,,,
21240,33.88828177,21.95454545,2018-02-01,0.033,22000.0,-117.6418724,15.07727273,-5.957530599,24.0,0.132,99.74372611,10166.22222,0.073109589,307.0,,,,
21241,33.88828177,26.95833333,2018-02-03,0.023,22000.0,-117.6418724,14.73913043,2.85033131,24.0,0.087,-84.07256204,10196.71429,0.055444444,307.0,,,,
21328,33.92552204,25.125,2018-02-01,0.046,20674.66667,-117.6418724,16.47083333,-22.03896264,1.92,0.184,-46.07320746,10153.375,0.102171429,308.0,,,,
21329,33.92552204,33.54166667,2018-02-03,0.039,22000.0,-117.6418724,17.4,100.1439195,1.0,0.168,60.6150061,10185.66667,0.083486842,308.0,,,,
21416,33.96276232,25.125,2018-02-01,0.05,20674.66667,-117.6418724,16.47083333,-22.03896264,1.92,0.167,-46.07320746,10153.375,0.105974026,309.0,,,,
21417,33.96276232,33.54166667,2018-02-03,0.04,22000.0,-117.6418724,17.4,100.1439195,1.0,0.154,60.6150061,10185.66667,0.08705,309.0,,,,
21505,34.00000259,25.125,2018-02-01,0.049,20674.66667,-117.6418724,16.47083333,-22.03896264,1.92,0.243,-46.07320746,10153.375,0.121240506,310.0,,,,
21506,34.00000259,33.54166667,2018-02-03,0.056,22000.0,-117.6418724,17.4,100.1439195,1.0,0.176,60.6150061,10185.66667,0.104702381,310.0,,,,
21592,34.03724287,25.125,2018-02-01,0.051,20674.66667,-117.6418724,16.47083333,-22.03896264,1.92,0.185,-46.07320746,10153.375,0.106818182,311.0,,,,
21593,34.03724287,33.54166667,2018-02-03,0.062,22000.0,-117.6418724,17.4,100.1439195,1.0,0.169,60.6150061,10185.66667,0.101536585,311.0,,,,
21682,34.07448314,-10.79166667,2018-02-01,0.043,20202.5,-117.6418724,18.55,-28.27605949,1.92,0.227,-15.90167855,10144.95833,0.104327586,312.0,,,,
21683,34.07448314,9.75,2018-02-03,0.061,18405.0,-117.6418724,19.35833333,50.20444216,1.92,0.17,62.38318354,10176.83333,0.094983871,312.0,,,,
21769,34.11172342,-29.16666667,2018-02-01,0.04,22000.0,-117.6418724,19.55555556,-6.558283153,,0.142,-7.482272667,,0.083472973,313.0,,,,
21770,34.11172342,-4.583333333,2018-02-03,0.052,21710.95833,-117.6418724,20.23611111,2.321286324,,0.103,-9.712980568,,0.0814375,313.0,,,,
21857,34.14896369,-29.16666667,2018-02-01,0.036,22000.0,-117.6418724,19.55555556,-6.558283153,,0.177,-7.482272667,,0.079565217,314.0,,,,
21858,34.14896369,-4.583333333,2018-02-03,0.048,21710.95833,-117.6418724,20.23611111,2.321286324,,0.123,-9.712980568,,0.084511905,314.0,,,,
21943,34.18620397,-29.16666667,2018-02-01,0.039,22000.0,-117.6418724,19.55555556,-6.558283153,,0.162,-7.482272667,,0.085728571,315.0,,,,
21944,34.18620397,-4.583333333,2018-02-03,0.048,21710.95833,-117.6418724,20.23611111,2.321286324,,0.123,-9.712980568,,0.089896104,315.0,,,,
22028,33.66484012,21.95454545,2018-02-01,0.051,22000.0,-117.6867881,15.07727273,-5.957530599,24.0,0.141,99.74372611,10166.22222,0.090702381,286.0,,,,
22029,33.66484012,26.95833333,2018-02-03,0.041,22000.0,-117.6867881,14.73913043,2.85033131,24.0,0.19,-84.07256204,10196.71429,0.092845238,286.0,,,,
22114,33.70208039,21.95454545,2018-02-01,0.064,22000.0,-117.6867881,15.07727273,-5.957530599,24.0,0.142,99.74372611,10166.22222,0.098506173,287.0,,,,
22115,33.70208039,26.95833333,2018-02-03,0.042,22000.0,-117.6867881,14.73913043,2.85033131,24.0,0.206,-84.07256204,10196.71429,0.093536585,287.0,,,,
22198,33.73932067,21.95454545,2018-02-01,0.052,22000.0,-117.6867881,15.07727273,-5.957530599,24.0,0.13,99.74372611,10166.22222,0.079910256,288.0,,,,
22199,33.73932067,26.95833333,2018-02-03,0.025,22000.0,-117.6867881,14.73913043,2.85033131,24.0,0.144,-84.07256204,10196.71429,0.066179487,288.0,,,,
22281,33.77656094,21.95454545,2018-02-01,0.042,22000.0,-117.6867881,15.07727273,-5.957530599,24.0,0.102,99.74372611,10166.22222,0.07469863,289.0,,,,
22282,33.77656094,26.95833333,2018-02-03,0.022,22000.0,-117.6867881,14.73913043,2.85033131,24.0,0.085,-84.07256204,10196.71429,0.051,289.0,,,,
22362,33.81380122,25.125,2018-02-01,0.021,20674.66667,-117.6867881,16.47083333,-22.03896264,1.92,0.121,-46.07320746,10153.375,0.075662162,290.0,,,,
22363,33.81380122,33.54166667,2018-02-03,0.021,22000.0,-117.6867881,17.4,100.1439195,1.0,0.084,60.6150061,10185.66667,0.048753425,290.0,,,,
22445,33.85104149,25.125,2018-02-01,0.042,20674.66667,-117.6867881,16.47083333,-22.03896264,1.92,0.137,-46.07320746,10153.375,0.088181818,291.0,,,,
22446,33.85104149,33.54166667,2018-02-03,0.028,22000.0,-117.6867881,17.4,100.1439195,1.0,0.097,60.6150061,10185.66667,0.063839506,291.0,,,,
22532,33.88828177,25.125,2018-02-01,0.033,20674.66667,-117.6867881,16.47083333,-22.03896264,1.92,0.137,-46.07320746,10153.375,0.082951807,292.0,,,,
22533,33.88828177,33.54166667,2018-02-03,0.023,22000.0,-117.6867881,17.4,100.1439195,1.0,0.097,60.6150061,10185.66667,0.061426829,292.0,,,,
22620,33.92552204,25.125,2018-02-01,0.048,20674.66667,-117.6867881,16.47083333,-22.03896264,1.92,0.184,-46.07320746,10153.375,0.094904762,293.0,,,,
