,Longitudes,dew,DATE,min_aod,ceiling,Latitudes,temperature,wind_y,precipitation_duration,max_aod,wind_x,pressure,mean_aod,STATION,pm25,Unnamed: 0,visibility,precipitation_depth
7687,34.03724287,,2018-02-01,0.089,,-118.4952719,16.15833333,39.18688937,,0.201,-42.28828656,10151.125,0.128076923,26.0,,,,
7688,34.03724287,,2018-02-03,0.026,,-118.4952719,16.125,37.25377835,,0.177,40.57935041,10186.66667,0.081768116,26.0,,,,
7782,34.07448314,,2018-02-01,0.095,,-118.4952719,16.15833333,39.18688937,,0.125,-42.28828656,10151.125,0.110875,27.0,,,,
7783,34.07448314,,2018-02-03,0.027,,-118.4952719,16.125,37.25377835,,0.12,40.57935041,10186.66667,0.058693548,27.0,,,,
7875,34.11172342,14.83333333,2018-02-01,0.101,22000.0,-118.4952719,17.4,-57.16681192,1.92,0.143,-60.52122602,10145.16667,0.122275,28.0,,,,
7876,34.11172342,27.0,2018-02-03,0.029,22000.0,-118.4952719,18.59583333,31.33982059,1.92,0.087,-35.32026117,10177.08333,0.0567375,28.0,,,,
7966,34.14896369,14.83333333,2018-02-01,0.109,22000.0,-118.4952719,17.4,-57.16681192,1.92,0.157,-60.52122602,10145.16667,0.130414634,29.0,,,,
7967,34.14896369,27.0,2018-02-03,0.025,22000.0,-118.4952719,18.59583333,31.33982059,1.92,0.13,-35.32026117,10177.08333,0.060597561,29.0,,,,
8056,34.18620397,14.83333333,2018-02-01,0.115,22000.0,-118.4952719,17.4,-57.16681192,1.92,0.157,-60.52122602,10145.16667,0.134325,30.0,,,,
8057,34.18620397,27.0,2018-02-03,0.025,22000.0,-118.4952719,18.59583333,31.33982059,1.92,0.125,-35.32026117,10177.08333,0.068582278,30.0,,,,
8145,33.70208039,,2018-02-01,0.18,,-118.5401876,16.15833333,39.18688937,,0.186,-42.28828656,10151.125,0.183,2.0,,,,
8146,33.70208039,,2018-02-03,0.06,,-118.5401876,16.125,37.25377835,,0.083,40.57935041,10186.66667,0.06797619,2.0,,,,
8211,33.73932067,,2018-02-01,0.152,,-118.5401876,16.15833333,39.18688937,,0.186,-42.28828656,10151.125,0.1655,3.0,,,,
8212,33.73932067,,2018-02-03,0.061,,-118.5401876,16.125,37.25377835,,0.102,40.57935041,10186.66667,0.072646341,3.0,,,,
8280,33.77656094,,2018-02-01,0.12,,-118.5401876,16.15833333,39.18688937,,0.166,-42.28828656,10151.125,0.129708333,4.0,,,,
8281,33.77656094,,2018-02-03,0.062,,-118.5401876,16.125,37.25377835,,0.136,40.57935041,10186.66667,0.083,4.0,,,,
8353,33.81380122,,2018-02-01,0.12,,-118.5401876,16.15833333,39.18688937,,0.152,-42.28828656,10151.125,0.1346,5.0,,,,
8354,33.81380122,,2018-02-03,0.066,,-118.5401876,16.125,37.25377835,,0.137,40.57935041,10186.66667,0.09105,5.0,,,,
8424,33.85104149,,2018-02-01,0.12,,-118.5401876,16.15833333,39.18688937,,0.147,-42.28828656,10151.125,0.135071429,6.0,,,,
8425,33.85104149,,2018-02-03,0.069,,-118.5401876,16.125,37.25377835,,0.224,40.57935041,10186.66667,0.12052381,6.0,,,,
8494,33.88828177,,2018-02-01,0.124,,-118.5401876,16.15833333,39.18688937,,0.166,-42.28828656,10151.125,0.143571429,7.0,,,,
8495,33.88828177,,2018-02-03,0.078,,-118.5401876,16.125,37.25377835,,0.224,40.57935041,10186.66667,0.137583333,7.0,,,,
8563,33.92552204,,2018-02-01,0.11,,-118.5401876,16.15833333,39.18688937,,0.185,-42.28828656,10151.125,0.14997619,8.0,,,,
8564,33.92552204,,2018-02-03,0.118,,-118.5401876,16.125,37.25377835,,0.224,40.57935041,10186.66667,0.155142857,8.0,,,,
8634,33.96276232,,2018-02-01,0.143,,-118.5401876,16.15833333,39.18688937,,0.2,-42.28828656,10151.125,0.167292683,9.0,,,,
8635,33.96276232,,2018-02-03,0.115,,-118.5401876,16.125,37.25377835,,0.187,40.57935041,10186.66667,0.1479125,9.0,,,,
8706,34.00000259,,2018-02-01,0.092,,-118.5401876,16.15833333,39.18688937,,0.237,-42.28828656,10151.125,0.166543478,10.0,,,,
8707,34.00000259,,2018-02-03,0.044,,-118.5401876,16.125,37.25377835,,0.184,40.57935041,10186.66667,0.123,10.0,,,,
8794,34.03724287,,2018-02-01,0.096,,-118.5401876,16.15833333,39.18688937,,0.223,-42.28828656,10151.125,0.157510204,11.0,,,,
8795,34.03724287,,2018-02-03,0.02,,-118.5401876,16.125,37.25377835,,0.179,40.57935041,10186.66667,0.095506329,11.0,,,,
8885,34.07448314,,2018-02-01,0.104,,-118.5401876,16.15833333,39.18688937,,0.144,-42.28828656,10151.125,0.118742857,12.0,,,,
8886,34.07448314,,2018-02-03,0.02,,-118.5401876,16.125,37.25377835,,0.112,40.57935041,10186.66667,0.058076923,12.0,,,,
8979,34.11172342,,2018-02-01,0.104,,-118.5401876,16.15833333,39.18688937,,0.135,-42.28828656,10151.125,0.12095122,13.0,,,,
8980,34.11172342,,2018-02-03,0.022,,-118.5401876,16.125,37.25377835,,0.073,40.57935041,10186.66667,0.0497,13.0,,,,
9070,34.14896369,14.83333333,2018-02-01,0.113,22000.0,-118.5401876,17.4,-57.16681192,1.92,0.166,-60.52122602,10145.16667,0.12904878,14.0,,,,
9071,34.14896369,27.0,2018-02-03,0.024,22000.0,-118.5401876,18.59583333,31.33982059,1.92,0.13,-35.32026117,10177.08333,0.053268293,14.0,,,,
9163,34.18620397,14.83333333,2018-02-01,0.112,22000.0,-118.5401876,17.4,-57.16681192,1.92,0.166,-60.52122602,10145.16667,0.1316,15.0,,,,
9164,34.18620397,27.0,2018-02-03,0.025,22000.0,-118.5401876,18.59583333,31.33982059,1.92,0.114,-35.32026117,10177.08333,0.056012346,15.0,,,,
9251,33.66484012,66.92307692,2018-02-03,0.052,22000.0,-118.4054403,18.5,-46.75990333,0.0,0.135,39.4554067,,0.0757875,46.0,,,,
9318,33.66484012,-44.91666667,2018-02-03,0.05,22000.0,-118.4503561,21.10416667,19.81430037,1.92,0.102,4.930042776,10175.25,0.066329268,31.0,,,,
9383,33.66484012,-44.91666667,2018-02-03,0.049,22000.0,-118.4952719,21.10416667,19.81430037,1.92,0.084,4.930042776,10175.25,0.0632625,16.0,,,,
9448,33.66484012,,2018-02-03,0.049,,-118.5401876,16.125,37.25377835,,0.077,40.57935041,10186.66667,0.062285714,1.0,,,,
9512,33.66484012,46.54166667,2018-02-01,0.039,19501.66667,-117.9113669,16.83333333,47.54912498,1.92,0.117,-44.08739199,10147.54167,0.074914634,211.0,,,,
9513,33.66484012,64.58333333,2018-02-03,0.065,18953.33333,-117.9113669,17.25,15.35124911,1.92,0.165,-33.00588267,10180.875,0.091777778,211.0,,,,
9602,33.70208039,46.54166667,2018-02-01,0.048,19501.66667,-117.9113669,16.83333333,47.54912498,1.92,0.105,-44.08739199,10147.54167,0.074012195,212.0,,,,
9603,33.70208039,64.58333333,2018-02-03,0.068,18953.33333,-117.9113669,17.25,15.35124911,1.92,0.163,-33.00588267,10180.875,0.103219512,212.0,,,,
9692,33.73932067,46.54166667,2018-02-01,0.048,19501.66667,-117.9113669,16.83333333,47.54912498,1.92,0.106,-44.08739199,10147.54167,0.076690476,213.0,,,,
9693,33.73932067,64.58333333,2018-02-03,0.054,18953.33333,-117.9113669,17.25,15.35124911,1.92,0.163,-33.00588267,10180.875,0.108535714,213.0,,,,
9782,33.77656094,46.54166667,2018-02-01,0.054,19501.66667,-117.9113669,16.83333333,47.54912498,1.92,0.124,-44.08739199,10147.54167,0.083697674,214.0,,,,
9783,33.77656094,64.58333333,2018-02-03,0.052,18953.33333,-117.9113669,17.25,15.35124911,1.92,0.142,-33.00588267,10180.875,0.101290698,214.0,,,,
9870,33.81380122,37.20833333,2018-02-01,0.058,22000.0,-117.9113669,16.54583333,39.7553175,1.92,0.118,12.42862961,10144.70833,0.091675,215.0,,,,
9871,33.81380122,46.25,2018-02-03,0.05,22000.0,-117.9113669,17.725,-17.01756348,1.92,0.142,108.5983411,10178.25,0.1039875,215.0,,,,
9958,33.85104149,37.20833333,2018-02-01,0.068,22000.0,-117.9113669,16.54583333,39.7553175,1.92,0.181,12.42862961,10144.70833,0.106653846,216.0,,,,
9959,33.85104149,46.25,2018-02-03,0.074,22000.0,-117.9113669,17.725,-17.01756348,1.92,0.133,108.5983411,10178.25,0.105410256,216.0,,,,
10043,33.88828177,37.20833333,2018-02-01,0.067,22000.0,-117.9113669,16.54583333,39.7553175,1.92,0.181,12.42862961,10144.70833,0.112236111,217.0,,,,
10044,33.88828177,46.25,2018-02-03,0.068,22000.0,-117.9113669,17.725,-17.01756348,1.92,0.194,108.5983411,10178.25,0.111807692,217.0,,,,
10128,33.92552204,37.20833333,2018-02-01,0.061,22000.0,-117.9113669,16.54583333,39.7553175,1.92,0.209,12.42862961,10144.70833,0.106569444,218.0,,,,
10129,33.92552204,46.25,2018-02-03,0.05,22000.0,-117.9113669,17.725,-17.01756348,1.92,0.16,108.5983411,10178.25,0.100243902,218.0,,,,
10211,33.96276232,37.20833333,2018-02-01,0.052,22000.0,-117.9113669,16.54583333,39.7553175,1.92,0.21,12.42862961,10144.70833,0.118178082,219.0,,,,
10212,33.96276232,46.25,2018-02-03,0.062,22000.0,-117.9113669,17.725,-17.01756348,1.92,0.187,108.5983411,10178.25,0.113464286,219.0,,,,
10292,34.00000259,37.20833333,2018-02-01,0.052,22000.0,-117.9113669,16.54583333,39.7553175,1.92,0.163,12.42862961,10144.70833,0.100080645,220.0,,,,
10293,34.00000259,46.25,2018-02-03,0.055,22000.0,-117.9113669,17.725,-17.01756348,1.92,0.159,108.5983411,10178.25,0.108488095,220.0,,,,
10376,34.03724287,37.20833333,2018-02-01,0.062,22000.0,-117.9113669,16.54583333,39.7553175,1.92,0.187,12.42862961,10144.70833,0.09946,221.0,,,,
10377,34.03724287,46.25,2018-02-03,0.086,22000.0,-117.9113669,17.725,-17.01756348,1.92,0.193,108.5983411,10178.25,0.1177875,221.0,,,,
10460,34.07448314,37.20833333,2018-02-01,0.057,22000.0,-117.9113669,16.54583333,39.7553175,1.92,0.138,12.42862961,10144.70833,0.086833333,222.0,,,,
10461,34.07448314,46.25,2018-02-03,0.075,22000.0,-117.9113669,17.725,-17.01756348,1.92,0.165,108.5983411,10178.25,0.10746875,222.0,,,,
10544,33.66484012,46.54166667,2018-02-01,0.05,19501.66667,-117.9562827,16.83333333,47.54912498,1.92,0.145,-44.08739199,10147.54167,0.08097561,196.0,,,,
10545,33.66484012,64.58333333,2018-02-03,0.066,18953.33333,-117.9562827,17.25,15.35124911,1.92,0.165,-33.00588267,10180.875,0.099721519,196.0,,,,
10632,33.70208039,37.20833333,2018-02-01,0.05,22000.0,-117.9562827,16.54583333,39.7553175,1.92,0.096,12.42862961,10144.70833,0.0725,197.0,,,,
10633,33.70208039,46.25,2018-02-03,0.069,22000.0,-117.9562827,17.725,-17.01756348,1.92,0.146,108.5983411,10178.25,0.101051282,197.0,,,,
10721,33.73932067,37.20833333,2018-02-01,0.051,22000.0,-117.9562827,16.54583333,39.7553175,1.92,0.106,12.42862961,10144.70833,0.077076923,198.0,,,,
10722,33.73932067,46.25,2018-02-03,0.049,22000.0,-117.9562827,17.725,-17.01756348,1.92,0.156,108.5983411,10178.25,0.097935897,198.0,,,,
10809,33.77656094,37.20833333,2018-02-01,0.051,22000.0,-117.9562827,16.54583333,39.7553175,1.92,0.109,12.42862961,10144.70833,0.078769231,199.0,,,,
10810,33.77656094,46.25,2018-02-03,0.051,22000.0,-117.9562827,17.725,-17.01756348,1.92,0.124,108.5983411,10178.25,0.093846154,199.0,,,,
10898,33.81380122,37.20833333,2018-02-01,0.058,22000.0,-117.9562827,16.54583333,39.7553175,1.92,0.113,12.42862961,10144.70833,0.08645122,200.0,,,,
10899,33.81380122,46.25,2018-02-03,0.05,22000.0,-117.9562827,17.725,-17.01756348,1.92,0.141,108.5983411,10178.25,0.09897561,200.0,,,,
10987,33.85104149,37.20833333,2018-02-01,0.07,22000.0,-117.9562827,16.54583333,39.7553175,1.92,0.142,12.42862961,10144.70833,0.099190476,201.0,,,,
10988,33.85104149,46.25,2018-02-03,0.065,22000.0,-117.9562827,17.725,-17.01756348,1.92,0.17,108.5983411,10178.25,0.112238095,201.0,,,,
11075,33.88828177,37.20833333,2018-02-01,0.071,22000.0,-117.9562827,16.54583333,39.7553175,1.92,0.135,12.42862961,10144.70833,0.101880952,202.0,,,,
11076,33.88828177,46.25,2018-02-03,0.064,22000.0,-117.9562827,17.725,-17.01756348,1.92,0.194,108.5983411,10178.25,0.109583333,202.0,,,,
11163,33.92552204,37.20833333,2018-02-01,0.058,22000.0,-117.9562827,16.54583333,39.7553175,1.92,0.156,12.42862961,10144.70833,0.095521739,203.0,,,,
11164,33.92552204,46.25,2018-02-03,0.05,22000.0,-117.9562827,17.725,-17.01756348,1.92,0.142,108.5983411,10178.25,0.0970375,203.0,,,,
11246,33.96276232,37.20833333,2018-02-01,0.057,22000.0,-117.9562827,16.54583333,39.7553175,1.92,0.147,12.42862961,10144.70833,0.09322807,204.0,,,,
11247,33.96276232,46.25,2018-02-03,0.064,22000.0,-117.9562827,17.725,-17.01756348,1.92,0.178,108.5983411,10178.25,0.104881579,204.0,,,,
11327,34.00000259,37.20833333,2018-02-01,0.057,22000.0,-117.9562827,16.54583333,39.7553175,1.92,0.157,12.42862961,10144.70833,0.094675,205.0,,,,
11328,34.00000259,46.25,2018-02-03,0.059,22000.0,-117.9562827,17.725,-17.01756348,1.92,0.243,108.5983411,10178.25,0.117714286,205.0,,,,
11406,34.03724287,11.66666667,2018-02-01,0.064,22000.0,-117.9562827,22.09090909,-91.74492793,,0.143,-15.7571061,,0.092952381,206.0,,,,
11407,34.03724287,23.84615385,2018-02-03,0.085,22000.0,-117.9562827,22.69230769,-76.3598039,,0.243,151.2468375,,0.11947561,206.0,,,,
11493,34.07448314,11.66666667,2018-02-01,0.068,22000.0,-117.9562827,22.09090909,-91.74492793,,0.177,-15.7571061,,0.090685714,207.0,,,,
11494,34.07448314,23.84615385,2018-02-03,0.087,22000.0,-117.9562827,22.69230769,-76.3598039,,0.164,151.2468375,,0.113378788,207.0,,,,
11579,34.11172342,11.66666667,2018-02-01,0.068,22000.0,-117.9562827,22.09090909,-91.74492793,,0.164,-15.7571061,,0.094113636,208.0,,,,
11580,34.11172342,23.84615385,2018-02-03,0.084,22000.0,-117.9562827,22.69230769,-76.3598039,,0.176,151.2468375,,0.1104625,208.0,,,,
11665,34.14896369,11.66666667,2018-02-01,0.059,22000.0,-117.9562827,22.09090909,-91.74492793,,0.203,-15.7571061,,0.101076923,209.0,,,,
11666,34.14896369,23.84615385,2018-02-03,0.026,22000.0,-117.9562827,22.69230769,-76.3598039,,0.176,151.2468375,,0.095,209.0,,,,
11751,34.18620397,11.66666667,2018-02-01,0.046,22000.0,-117.9562827,22.09090909,-91.74492793,,0.191,-15.7571061,,0.087681159,210.0,,,,
11752,34.18620397,23.84615385,2018-02-03,0.021,22000.0,-117.9562827,22.69230769,-76.3598039,,0.121,151.2468375,,0.066873418,210.0,,,,
11829,33.66484012,67.30434783,2018-02-01,0.059,22000.0,-118.0011985,14.2173913,2.613958939,,0.145,28.03134526,10150.85,0.09097561,181.0,,,,
11830,33.66484012,74.16666667,2018-02-03,0.061,22000.0,-118.0011985,15.34583333,4.836575619,,0.185,59.40224648,10183.27273,0.118873418,181.0,,,,
11920,33.70208039,67.30434783,2018-02-01,0.057,22000.0,-118.0011985,14.2173913,2.613958939,,0.134,28.03134526,10150.85,0.084926829,182.0,,,,
11921,33.70208039,74.16666667,2018-02-03,0.061,22000.0,-118.0011985,15.34583333,4.836575619,,0.149,59.40224648,10183.27273,0.102402439,182.0,,,,
12010,33.73932067,67.30434783,2018-02-01,0.056,22000.0,-118.0011985,14.2173913,2.613958939,,0.136,28.03134526,10150.85,0.085522727,183.0,,,,
12011,33.73932067,74.16666667,2018-02-03,0.046,22000.0,-118.0011985,15.34583333,4.836575619,,0.137,59.40224648,10183.27273,0.094852273,183.0,,,,
12100,33.77656094,37.20833333,2018-02-01,0.056,22000.0,-118.0011985,16.54583333,39.7553175,1.92,0.144,12.42862961,10144.70833,0.092738095,184.0,,,,
12101,33.77656094,46.25,2018-02-03,0.046,22000.0,-118.0011985,17.725,-17.01756348,1.92,0.164,108.5983411,10178.25,0.099583333,184.0,,,,
12189,33.81380122,37.20833333,2018-02-01,0.058,22000.0,-118.0011985,16.54583333,39.7553175,1.92,0.145,12.42862961,10144.70833,0.0965625,185.0,,,,
12190,33.81380122,46.25,2018-02-03,0.06,22000.0,-118.0011985,17.725,-17.01756348,1.92,0.153,108.5983411,10178.25,0.104925,185.0,,,,
12279,33.85104149,37.20833333,2018-02-01,0.073,22000.0,-118.0011985,16.54583333,39.7553175,1.92,0.168,12.42862961,10144.70833,0.112631579,186.0,,,,
12280,33.85104149,46.25,2018-02-03,0.064,22000.0,-118.0011985,17.725,-17.01756348,1.92,0.17,108.5983411,10178.25,0.120947368,186.0,,,,
12368,33.88828177,37.20833333,2018-02-01,0.075,22000.0,-118.0011985,16.54583333,39.7553175,1.92,0.162,12.42862961,10144.70833,0.118513158,187.0,,,,
12369,33.88828177,46.25,2018-02-03,0.064,22000.0,-118.0011985,17.725,-17.01756348,1.92,0.169,108.5983411,10178.25,0.122564103,187.0,,,,
12457,33.92552204,37.20833333,2018-02-01,0.058,22000.0,-118.0011985,16.54583333,39.7553175,1.92,0.167,12.42862961,10144.70833,0.102758621,188.0,,,,
12458,33.92552204,46.25,2018-02-03,0.051,22000.0,-118.0011985,17.725,-17.01756348,1.92,0.158,108.5983411,10178.25,0.111365854,188.0,,,,
12542,33.96276232,37.20833333,2018-02-01,0.055,22000.0,-118.0011985,16.54583333,39.7553175,1.92,0.131,12.42862961,10144.70833,0.084265306,189.0,,,,
12543,33.96276232,46.25,2018-02-03,0.065,22000.0,-118.0011985,17.725,-17.01756348,1.92,0.154,108.5983411,10178.25,0.103542169,189.0,,,,
12623,34.00000259,11.66666667,2018-02-01,0.055,22000.0,-118.0011985,22.09090909,-91.74492793,,0.134,-15.7571061,,0.09605,190.0,,,,
12624,34.00000259,23.84615385,2018-02-03,0.059,22000.0,-118.0011985,22.69230769,-76.3598039,,0.233,151.2468375,,0.123128205,190.0,,,,
12707,34.03724287,11.66666667,2018-02-01,0.061,22000.0,-118.0011985,22.09090909,-91.74492793,,0.143,-15.7571061,,0.093195122,191.0,,,,
12708,34.03724287,23.84615385,2018-02-03,0.073,22000.0,-118.0011985,22.69230769,-76.3598039,,0.233,151.2468375,,0.120866667,191.0,,,,
12796,34.07448314,11.66666667,2018-02-01,0.054,22000.0,-118.0011985,22.09090909,-91.74492793,,0.177,-15.7571061,,0.097323529,192.0,,,,
12797,34.07448314,23.84615385,2018-02-03,0.083,22000.0,-118.0011985,22.69230769,-76.3598039,,0.164,151.2468375,,0.114290323,192.0,,,,
12886,34.11172342,11.66666667,2018-02-01,0.047,22000.0,-118.0011985,22.09090909,-91.74492793,,0.159,-15.7571061,,0.085659091,193.0,,,,
12887,34.11172342,23.84615385,2018-02-03,0.046,22000.0,-118.0011985,22.69230769,-76.3598039,,0.144,151.2468375,,0.0953375,193.0,,,,
12975,34.14896369,11.66666667,2018-02-01,0.045,22000.0,-118.0011985,22.09090909,-91.74492793,,0.203,-15.7571061,,0.084653061,194.0,,,,
12976,34.14896369,23.84615385,2018-02-03,0.024,22000.0,-118.0011985,22.69230769,-76.3598039,,0.144,151.2468375,,0.084341463,194.0,,,,
13061,34.18620397,11.66666667,2018-02-01,0.051,22000.0,-118.0011985,22.09090909,-91.74492793,,0.142,-15.7571061,,0.082983871,195.0,,,,
13062,34.18620397,23.84615385,2018-02-03,0.022,22000.0,-118.0011985,22.69230769,-76.3598039,,0.111,151.2468375,,0.065366197,195.0,,,,
13142,33.66484012,67.30434783,2018-02-01,0.063,22000.0,-118.0461142,14.2173913,2.613958939,,0.162,28.03134526,10150.85,0.105269231,166.0,,,,
13143,33.66484012,74.16666667,2018-02-03,0.089,22000.0,-118.0461142,15.34583333,4.836575619,,0.194,59.40224648,10183.27273,0.130157895,166.0,,,,
13229,33.70208039,67.30434783,2018-02-01,0.08,22000.0,-118.0461142,14.2173913,2.613958939,,0.172,28.03134526,10150.85,0.1155,167.0,,,,
13230,33.70208039,74.16666667,2018-02-03,0.049,22000.0,-118.0461142,15.34583333,4.836575619,,0.2,59.40224648,10183.27273,0.116338028,167.0,,,,
13318,33.73932067,67.30434783,2018-02-01,0.068,22000.0,-118.0461142,14.2173913,2.613958939,,0.183,28.03134526,10150.85,0.122263158,168.0,,,,
13319,33.73932067,74.16666667,2018-02-03,0.048,22000.0,-118.0461142,15.34583333,4.836575619,,0.192,59.40224648,10183.27273,0.122780822,168.0,,,,
13408,33.77656094,67.30434783,2018-02-01,0.071,22000.0,-118.0461142,14.2173913,2.613958939,,0.178,28.03134526,10150.85,0.131358974,169.0,,,,
13409,33.77656094,74.16666667,2018-02-03,0.077,22000.0,-118.0461142,15.34583333,4.836575619,,0.189,59.40224648,10183.27273,0.130038462,169.0,,,,
13501,33.81380122,67.30434783,2018-02-01,0.08,22000.0,-118.0461142,14.2173913,2.613958939,,0.167,28.03134526,10150.85,0.115511905,170.0,,,,
13502,33.81380122,74.16666667,2018-02-03,0.062,22000.0,-118.0461142,15.34583333,4.836575619,,0.175,59.40224648,10183.27273,0.116869048,170.0,,,,
13592,33.85104149,67.30434783,2018-02-01,0.078,22000.0,-118.0461142,14.2173913,2.613958939,,0.168,28.03134526,10150.85,0.114709302,171.0,,,,
13593,33.85104149,74.16666667,2018-02-03,0.069,22000.0,-118.0461142,15.34583333,4.836575619,,0.173,59.40224648,10183.27273,0.119802326,171.0,,,,
13682,33.88828177,67.30434783,2018-02-01,0.083,22000.0,-118.0461142,14.2173913,2.613958939,,0.168,28.03134526,10150.85,0.123,172.0,,,,
13683,33.88828177,74.16666667,2018-02-03,0.065,22000.0,-118.0461142,15.34583333,4.836575619,,0.171,59.40224648,10183.27273,0.129865854,172.0,,,,
13773,33.92552204,67.30434783,2018-02-01,0.079,22000.0,-118.0461142,14.2173913,2.613958939,,0.199,28.03134526,10150.85,0.129183333,173.0,,,,
13774,33.92552204,74.16666667,2018-02-03,0.077,22000.0,-118.0461142,15.34583333,4.836575619,,0.202,59.40224648,10183.27273,0.1339875,173.0,,,,
13862,33.96276232,11.66666667,2018-02-01,0.063,22000.0,-118.0461142,22.09090909,-91.74492793,,0.198,-15.7571061,,0.110354167,174.0,,,,
13863,33.96276232,23.84615385,2018-02-03,0.077,22000.0,-118.0461142,22.69230769,-76.3598039,,0.204,151.2468375,,0.124230769,174.0,,,,
13947,34.00000259,11.66666667,2018-02-01,0.077,22000.0,-118.0461142,22.09090909,-91.74492793,,0.158,-15.7571061,,0.105953488,175.0,,,,
13948,34.00000259,23.84615385,2018-02-03,0.103,22000.0,-118.0461142,22.69230769,-76.3598039,,0.185,151.2468375,,0.128306667,175.0,,,,
14035,34.03724287,11.66666667,2018-02-01,0.058,22000.0,-118.0461142,22.09090909,-91.74492793,,0.148,-15.7571061,,0.092857143,176.0,,,,
14036,34.03724287,23.84615385,2018-02-03,0.093,22000.0,-118.0461142,22.69230769,-76.3598039,,0.185,151.2468375,,0.116810811,176.0,,,,
14125,34.07448314,11.66666667,2018-02-01,0.051,22000.0,-118.0461142,22.09090909,-91.74492793,,0.124,-15.7571061,,0.083090909,177.0,,,,
14126,34.07448314,23.84615385,2018-02-03,0.06,22000.0,-118.0461142,22.69230769,-76.3598039,,0.174,151.2468375,,0.11065625,177.0,,,,
14217,34.11172342,11.66666667,2018-02-01,0.054,22000.0,-118.0461142,22.09090909,-91.74492793,,0.192,-15.7571061,,0.082767442,178.0,,,,
14218,34.11172342,23.84615385,2018-02-03,0.042,22000.0,-118.0461142,22.69230769,-76.3598039,,0.13,151.2468375,,0.0887625,178.0,,,,
14307,34.14896369,11.66666667,2018-02-01,0.045,22000.0,-118.0461142,22.09090909,-91.74492793,,0.192,-15.7571061,,0.08277551,179.0,,,,
14308,34.14896369,23.84615385,2018-02-03,0.024,22000.0,-118.0461142,22.69230769,-76.3598039,,0.115,151.2468375,,0.0772375,179.0,,,,
14394,34.18620397,11.66666667,2018-02-01,0.057,22000.0,-118.0461142,22.09090909,-91.74492793,,0.154,-15.7571061,,0.090177419,180.0,,,,
14395,34.18620397,23.84615385,2018-02-03,0.021,22000.0,-118.0461142,22.69230769,-76.3598039,,0.105,151.2468375,,0.066051282,180.0,,,,
14477,33.66484012,67.30434783,2018-02-01,0.07,22000.0,-118.09103,14.2173913,2.613958939,,0.193,28.03134526,10150.85,0.130148148,151.0,,,,
14478,33.66484012,74.16666667,2018-02-03,0.092,22000.0,-118.09103,15.34583333,4.836575619,,0.199,59.40224648,10183.27273,0.12752439,151.0,,,,
14548,33.70208039,67.30434783,2018-02-01,0.096,22000.0,-118.09103,14.2173913,2.613958939,,0.188,28.03134526,10150.85,0.137012658,152.0,,,,
14549,33.70208039,74.16666667,2018-02-03,0.049,22000.0,-118.09103,15.34583333,4.836575619,,0.224,59.40224648,10183.27273,0.132618421,152.0,,,,
14636,33.73932067,67.30434783,2018-02-01,0.081,22000.0,-118.09103,14.2173913,2.613958939,,0.2,28.03134526,10150.85,0.140703704,153.0,,,,
14637,33.73932067,74.16666667,2018-02-03,0.07,22000.0,-118.09103,15.34583333,4.836575619,,0.231,59.40224648,10183.27273,0.138538462,153.0,,,,
14727,33.77656094,67.30434783,2018-02-01,0.082,22000.0,-118.09103,14.2173913,2.613958939,,0.191,28.03134526,10150.85,0.125772152,154.0,,,,
14728,33.77656094,74.16666667,2018-02-03,0.063,22000.0,-118.09103,15.34583333,4.836575619,,0.231,59.40224648,10183.27273,0.1229,154.0,,,,
14819,33.81380122,67.30434783,2018-02-01,0.077,22000.0,-118.09103,14.2173913,2.613958939,,0.165,28.03134526,10150.85,0.108641026,155.0,,,,
14820,33.81380122,74.16666667,2018-02-03,0.062,22000.0,-118.09103,15.34583333,4.836575619,,0.175,59.40224648,10183.27273,0.117602564,155.0,,,,
14912,33.85104149,67.30434783,2018-02-01,0.087,22000.0,-118.09103,14.2173913,2.613958939,,0.158,28.03134526,10150.85,0.111179487,156.0,,,,
14913,33.85104149,74.16666667,2018-02-03,0.074,22000.0,-118.09103,15.34583333,4.836575619,,0.173,59.40224648,10183.27273,0.124820513,156.0,,,,
15002,33.88828177,67.30434783,2018-02-01,0.082,22000.0,-118.09103,14.2173913,2.613958939,,0.161,28.03134526,10150.85,0.110886076,157.0,,,,
15003,33.88828177,74.16666667,2018-02-03,0.065,22000.0,-118.09103,15.34583333,4.836575619,,0.167,59.40224648,10183.27273,0.1270875,157.0,,,,
15093,33.92552204,67.30434783,2018-02-01,0.092,22000.0,-118.09103,14.2173913,2.613958939,,0.199,28.03134526,10150.85,0.123927536,158.0,,,,
15094,33.92552204,74.16666667,2018-02-03,0.1,22000.0,-118.09103,15.34583333,4.836575619,,0.2,59.40224648,10183.27273,0.135380952,158.0,,,,
15183,33.96276232,11.66666667,2018-02-01,0.089,22000.0,-118.09103,22.09090909,-91.74492793,,0.186,-15.7571061,,0.123035714,159.0,,,,
15184,33.96276232,23.84615385,2018-02-03,0.085,22000.0,-118.09103,22.69230769,-76.3598039,,0.204,151.2468375,,0.135780488,159.0,,,,
15270,34.00000259,11.66666667,2018-02-01,0.077,22000.0,-118.09103,22.09090909,-91.74492793,,0.158,-15.7571061,,0.107454545,160.0,,,,
15271,34.00000259,23.84615385,2018-02-03,0.086,22000.0,-118.09103,22.69230769,-76.3598039,,0.174,151.2468375,,0.129940476,160.0,,,,
